symbol,corr_signal_future_vol,corr_signal_future_dd
HAX,0.011513331496159842,0.018645898354492388
HCD,0.04567820185260409,-0.013880065061871172
HDB,-0.020490621911903772,0.05548136261784162
HDC,-0.007020799895856693,0.027613637343011588
HDG,-0.037836991498599516,0.03434369653298933
HHP,0.06862339866551415,-0.03412669171952103
HHS,0.0650309445612119,0.02422905766724001
HHV,0.16186957717847097,-0.08053528318575376
HID,0.13334958931820814,0.022531799024020978
HII,0.025671936381505635,-0.04858247221158677
HMC,0.0029024258551442438,0.010178521708052325
HNA,0.013222052364622787,0.011840253677505158
HNG,-0.03969904558446,-0.038672967117612145
HPG,-0.01250510489839984,0.09179605492710985
HPX,0.056471157407108064,-0.027649938903776386
HQC,0.09021237725313651,0.008357689594899277
HRC,-0.022091011079149285,0.07642129830005881
HSG,0.07359663177625131,0.0534532194318104
HSL,0.0641526071396859,0.11067097749853298
HT1,-0.056411403329490274,0.022092871051416094
HTG,0.06998328872497643,0.03921029489318098
HTI,0.019454347832307463,0.04258807598780725
HTL,-0.03316164576057272,0.019275453153073475
HTN,0.043300405503297563,0.015732767975453824
HTV,0.008493425171100738,0.022840023597643675
HU1,-0.08113179599092255,0.04529498969835876
HUB,-0.01925938096227286,0.03327740820802146
HVH,0.01531863910979015,-0.035432029059137976
HVN,0.05424449124354901,-0.0004632554897299261
HVX,-0.013427674804417028,0.009813645851827275
ICT,-0.0044443108307185755,-0.11405539863792875
IDI,0.049422220140458696,0.05132278435385224
IJC,0.046809351536791693,0.05412261036736977
ILB,-0.0027747220640366005,0.1521647567204371
IMP,0.0619836701922187,-0.0020102254831496557
ITC,-0.011678425143667343,0.04695757980173848
ITD,0.05401451084147557,-0.007246318806446538
JVC,0.04162621683048412,0.03510844258746043
KBC,0.05776214423627446,0.011302389453617652
KDC,-0.0061793249231364865,0.009896565734664606
KDH,-0.03188233124677517,0.07704212205809423
KHG,0.08934245331665182,0.07152548392274083
KHP,0.004232563544201503,-0.015341117074109933
KMR,0.08270041883592982,0.0030657952811846303
KOS,0.05825045091567143,0.08635670764171581
KPF,0.04194346187171112,0.049923888242175335
KSB,-0.045822263507738194,0.04461571508353147
L10,-0.022513466484827424,0.0838312898479753
LAF,-0.014672101206147068,0.010589551895779023
LBM,-0.011210167671565737,0.0260951559775206
LCG,0.06426598671882552,0.04340026002155988
LDG,0.09833812963561382,0.00799517942241662
LEC,0.0008877227945661595,0.04384863609022102
LGC,0.025065802240100823,0.04241703171834388
LGL,0.10999569828126897,-0.0027946348573680275
LHG,0.08982773303343013,0.037640803839156016
LIX,-0.041670929154969075,-0.0011346802810642978
LM8,-0.04848584412483557,0.08041954856003272
LPB,0.00903082599474371,0.027369788566186385
LSS,0.016191954733262147,0.06441154430971674
MBB,-0.07280188154526268,0.09872248726915096
MCM,-0.09611620505157177,0.007357791582013178
MCP,-0.09380462131824233,0.026782953724424408
MDG,0.059694716359369286,-0.014685162624837482
MHC,0.01952356524441765,0.009575152071275737
MIG,0.05685120847193943,0.07737968588613736
MSB,-0.11452243514394267,0.017719006149748348
MSH,0.01747650994063592,-0.08451915212265126
MSN,-0.009198580017439088,0.06621423377582022
MWG,-0.012697571980075333,-0.02306085599762842
NAB,-0.1852460453567375,0.014806154517398326
NAF,0.041544053468205354,-0.015552222181004762
NAV,-0.01885591165292246,0.017486958446015843
NBB,-0.05537069827901918,0.03577953186388242
NCT,-0.04068317237579776,-0.008912710626167476
NHA,0.011101326850056385,0.041289043053216144
NHH,0.029789446492871612,-0.005126827505035007
NHT,-0.012164933227370677,-0.04640603811387628
NKG,0.018305558523870058,0.049070537536428316
NLG,0.004894372643195197,0.07910707612938978
NNC,-0.03561752791468649,0.030327114208122414
NO1,-0.018631883587371955,-0.07068870865390219
NSC,0.016119124709795565,0.08862313205681922
NT2,0.08394728503615824,-0.008689412518218975
NTL,-0.03891439396127033,0.07062448447053779
NVL,0.01572851682956309,0.060520718549589105
NVT,0.07893658858968183,0.018681203699490435
OCB,-0.1348381762962616,-0.005895812197888675
OGC,0.11429267284556605,0.014455720480597704
OPC,-0.06398181015742245,0.026376660367991488
PAC,-0.032848495176899445,0.050717222361418596
PAN,0.05369443237362371,0.0965922928004313
PC1,0.1370124747903937,0.04126208753090482
PDN,-0.047484007881494476,0.013447429841805754
PDR,0.04277258286080841,0.06558478749004551
PDV,0.023391322749141522,-0.09012798765086812
PET,-0.0013670896388824267,0.06254894016267176
PGC,-0.005505512911474425,0.04879501842823934
PGD,-0.028391756677461903,0.01989008810219258
PGI,-0.04235884833173453,0.0009144740203496936
PGV,0.14654482716436695,0.010536163360399656
PHC,0.007570828621280944,0.06362490758674141
PHR,0.0426920659689529,0.01833286399314583
PIT,0.035690522791753214,-0.004083651400131444
PJT,-0.03152199879562317,0.03913580603779313
PLP,0.019101755532847497,0.012367117835098078
PLX,-0.00722237794744937,0.09693879743412254
PMG,0.017229841675078968,0.033369868818416415
PNC,-0.012015109001577486,0.02822171101526971
PNJ,-0.14904008717991318,0.11221350766338437
POW,0.03417147011090115,0.029397612259209376
PPC,-0.0802929581292571,0.015620933953203426
PSH,0.09551538719466302,0.002420941837405586
PTB,-0.09574881895063762,0.032836912117418765
PTC,0.021963343365845933,0.039197125324101766
PTL,0.10213596797721164,0.02283306127959055
PVD,-0.03540174663303847,0.01321886507088474
PVP,0.06018190293006236,-0.0693132660983074
PVT,0.04677953117172789,0.015446773358388665
QCG,0.10178801209490487,0.017264459737592604
QNP,-0.33774916975835956,-0.07213018658275061
RAL,0.008358380861777563,-0.008794303644478729
RDP,0.015202910845586093,-0.06058127983261526
REE,0.03263658293286437,0.053536354254982474
RYG,0.11700476542580164,-0.09005490882058745
S4A,-0.014804333496804935,0.029193615585999425
SAB,0.005501636346098489,-0.006471127259316119
SAM,0.16087175559517305,-0.013298803686235173
SAV,-0.025300921824062975,0.012613277019378614
SBA,0.01976828829012583,0.01755266001234678
SBG,0.3240902779984555,0.15942828523611896
SBT,-0.03951159323127746,0.025748898746544478
SBV,0.01149633286950484,-0.10433016042374138
SC5,0.018447772346814283,0.08928317125963316
SCR,0.05589066524610402,0.04116635574257875
SCS,0.002434165798451886,0.06329114065170087
SFC,-0.05926969832540408,-0.008640398988461877
SFG,-0.011826009274104076,0.07497505000113096
SFI,-0.05446927176033818,0.06258112614593904
SGN,-0.1141384423886016,0.01203563476876511
SGR,0.03706079979809042,0.04400345315441579
SGT,-0.0259515171977468,-0.0024966630447431476
SHA,-0.08133547763385726,0.02133967338922424
SHB,0.07180815069026786,0.08918359205215
SHI,0.04479472050532551,0.08987951256984313
SHP,0.015695955381274492,0.04538660279000761
SIP,-0.020888787465821596,0.12214167943498631
SJD,0.0027068037307763876,0.01589189332159227
SJS,0.11518774844388698,0.06353441630684468
SKG,-0.09443454317013886,0.017229638494073694
SMA,-0.03354479089930539,0.013791466884643092
SMB,0.024710825681539497,0.04902746542454242
SMC,0.08312914500842236,0.01115545615048014
SPM,-0.02883817181155109,0.014876672813310865
SRC,0.08775446786539634,0.09736631680218935
SRF,0.01083085695755349,0.03617928604638528
SSB,0.058939754665209856,-0.043013854635046686
SSC,-0.06072022567460034,0.01555120365407517
ST8,0.14139501483691969,0.029524633943232858
STB,0.02113402752457138,0.06392096192737272
STG,0.06505046230555214,0.0435771837865327
STK,0.05936469411231374,0.034833113910910485
SVC,-0.025483117197564027,0.0012419185109956675
SVD,0.10411523728049878,-0.020780826225121236
SVI,-0.035565984974018146,-0.007560945961090109
SVT,-0.056680211168668136,0.0023752449328744213
SZC,-0.038370853955165846,0.03372128343587682
SZL,-0.030217358171216124,0.0738147076898461
TBC,0.013536590180714863,-0.023535467045265306
TCB,-0.05793298534576585,0.04328242493762468
TCD,0.006044347661764759,-0.021974860176875884
TCH,-0.007253676652178924,0.09477174281766067
TCL,-0.018634182016205324,0.03447117837836455
TCM,-0.015858540573986852,0.012502822098109326
TCO,-0.05877425363895821,-0.004551314739797162
TCR,0.0732415097027817,-0.04190765844455182
TCT,-0.03367039595932318,0.032517741434465806
TDC,-0.013372198973060643,0.023673975500181316
TDG,0.05248003781278338,0.0474554919108285
TDH,0.07095062884612838,0.06612531530638517
TDM,0.04091876612502427,0.01347008630193085
TDP,-0.08007602615073255,0.1947607518224084
TDW,-0.0015698984463325286,0.06800597766132534
TEG,-0.07979971298901803,0.02376920825828665
THG,-0.07067495881045767,0.06632435253320874
TIP,0.059408281687743536,0.00409073447427377
TIX,-0.1241150477499823,0.04032196957692376
TLD,0.1283760257346505,0.08458243675048198
TLG,-0.0539348818938347,0.04779564864291564
TLH,0.0840625276417323,0.05042759555287892
TMP,0.11717571337104381,0.08103605051560213
TMS,-0.014232728985950559,-0.0006919076255884139
TMT,0.11257617450399665,-0.04926007850573329
TN1,0.017819242724012238,-0.029993708207039362
TNC,-0.11038922717246061,0.058885165092590855
TNH,-0.07504212840659596,0.08298894109070372
TNI,0.10153829241956774,0.03643154099833739
TNT,0.1910558746876762,-0.001900352092477194
TPB,-0.03765210219736361,0.04556114878368991
TPC,0.07138741612387069,0.03335813452221593
TRA,-0.026209164323517924,0.047525366178594305
TRC,-0.009896728864821366,0.018708556845844448
TSC,0.052337061566404434,0.021302450311635
TTA,0.06846154175986655,0.030914416494994417
TTE,0.0700597958134469,0.08274376419697299
TTF,0.11849448161839954,0.05851614469860806
TV2,-0.03809641607307941,-0.018543089494279085
TVT,-0.10286970870114168,-0.006251255313678955
TYA,-0.07289482129399746,0.005321880832424802
UIC,-0.03465794892438199,0.025950958306981953
VAF,0.058375972007994145,-0.03350021157534682
VCA,0.017145778957689668,-0.011908429606332966
VCB,-0.05631542135277194,0.17483548275403638
VCF,0.06201169541556537,0.03745641731282252
VCG,0.02887639418300906,0.07272252957381967
VDP,-0.03641311042180578,0.02197310136850965
VFG,0.11432637726954407,0.03166826152545096
VGC,-0.01673498435828554,0.003927036279125539
VHC,-0.06534959099685816,0.024990779301167134
VHM,0.050753867815261984,0.0061884885954554365
VIB,-0.09653708701373584,0.06591340757951936
VIC,0.03630799448442166,0.02488352458361975
VID,-0.01789368758293376,0.0677189696790634
VIP,-0.004346989484147999,0.02089649912110116
VJC,-0.03232055516100573,0.05906846432301357
VMD,0.06884090255529575,0.036698862564110465
VNE,0.04416593326197066,-0.02810364665831271
VNG,0.010422539736225296,0.022521698447993347
VNL,-0.005496884076504448,0.014156540415092714
VNM,0.030674701239550378,0.0318873369567936
VNS,0.030910057751217968,0.02022687658839868
VOS,0.09902706057434676,0.0446223520599329
VPB,-0.0499084224577628,0.014314672318798082
VPD,0.01678632887687121,-0.014793941731201268
VPG,0.07626612229839667,-0.06188475860928241
VPH,0.09518101530975423,0.06192762825669203
VPI,-0.058611252542943464,0.053502057947979346
VPL,0.24324322461314501,0.2055600856668948
VPS,0.001021530115062061,-0.004693487069852482
VRC,0.10878742544399103,0.02641241328828409
VRE,0.036342538693969834,-0.020986384840406307
VSC,0.04963122254255293,0.033725305380913666
VSH,0.08830682519249863,0.05441242007087955
VSI,-0.035557907857545236,0.006215333696288862
VTB,-0.012542371965958896,-0.04778856518640381
VTO,-0.033895781877915615,0.09436530999839224
VTP,-0.048751780349591975,0.03652365164185802
YBM,0.04404780988151169,0.02414177062737783
YEG,0.18907784134924666,0.022272291149454435
